Title,Society,Area_marla,Price_clean,Price_per_marla,Price_per_marla_formatted,Bedrooms,Bathrooms,Date_Posted_clean
This Is Your Chance To Buy House In Lahore,Central Park - Block C,10.0,28000000.0,2800000.0,28.00 Lakh,5,6,
9 MARLA DESIGNER HOUSE FOR SALE,DHA Phase 4 - Block KK,9.0,65000000.0,7222222.222222222,72.22 Lakh,4,6,
Near To Park & Commercial Market 1 Kanal Luxury Ultra-Modern Design Most Beautiful Bungalow For Sale,Lake City,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-28
10 MARLA TOP LOCATION USED HOUSE AVAILABLE FOR SALE IN LDA AVENUE - BLOCK M,LDA Avenue - Block M,10.0,28500000.0,2850000.0,28.50 Lakh,4,6,2025-07-27
10 MARLA PRIME LOCATION USE HOUSE AVAILABLE FOR SALE IN LDA AVENUE - BLOCK D,LDA Avenue - Block D,10.0,27500000.0,2750000.0,27.50 Lakh,5,6,2025-07-27
Wapda Town 60 Feet Road Exillent Location All Facilities,Wapda Town Phase 1,10.0,37000000.0,3700000.0,37.00 Lakh,4,5,
Luxury 10 Marla House For SALE in Allama iqbal Town Lahore,Allama Iqbal Town,10.0,48000000.0,4800000.0,48.00 Lakh,4,5,
Brand New 563 Square Feet House For sale In Pico Road Pico Road,Pico Road,2.5,12500000.0,5000000.0,50.00 Lakh,3,3,
5 Marla House For Sale,Eden Value Homes - Block B,5.0,16500000.0,3300000.0,33.00 Lakh,3,2,
Five Marla Used House For Sale,Park View City,5.0,16500000.0,3300000.0,33.00 Lakh,4,-,2025-07-31
Five Marla Beautiful Double Height For Sale,Park View City,5.0,25000000.0,5000000.0,50.00 Lakh,4,4,2025-07-31
Five Marla Lavish House For Sale,Park View City,5.0,19000000.0,3800000.0,38.00 Lakh,4,4,2025-07-31
Corner 7 Marla House Ideally Situated In Johar Town Phase 1 - Block G,Johar Town Phase 1 - Block G,7.0,36000000.0,5142857.142857143,51.43 Lakh,4,4,
2 MARLA BRAND NEW HOUSE FOR SALE  NISHAT  COLONY,Nishat Colony,2.0,7500000.0,3750000.0,37.50 Lakh,2,2,
1-Kanal House For Sale Phase 6 Block F,DHA Phase 6 - Block F,20.0,90000000.0,4500000.0,45.00 Lakh,5,6,2025-07-26
1-Kanal House For Sale Phase 4 Block FF,DHA Phase 4 - Block FF,20.0,62500000.0,3125000.0,31.25 Lakh,5,5,2025-07-26
5-Marla House For Sale DHA Phase 9 Town,DHA 9 Town - Block A,5.0,30000000.0,6000000.0,60.00 Lakh,3,3,2025-07-26
5-MArla Block i Al Rehman Garden Phase 2 House for Sale,Al Rehman Phase 2 - Block I,5.0,21000000.0,4200000.0,42.00 Lakh,6,6,2025-07-26
5 Marla Brand New House for Sale,DHA 9 Town,5.0,32500000.0,6500000.0,65.00 Lakh,3,4,
8 Marla Brand New House For Sale In Bahria Orchad Lahore,Bahria Orchard,8.0,24000000.0,3000000.0,30.00 Lakh,5,6,
10 Marla Ultra Modren Near to Ring Road Brand New Luxury House For Sale in Lake City Sector M2-A,Lake City - Sector M-2A,10.0,57000000.0,5700000.0,57.00 Lakh,5,6,
10 Marla Brand New House For Sale In Lake City Sector M-2A Near To Ring Road,Lake City - Sector M-2A,10.0,52500000.0,5250000.0,52.50 Lakh,5,6,
1 Kanal Ultra Modern Designer House For Sale In Valencia Town L Block Lahore,Valencia - Block L,20.0,99000000.0,4950000.0,49.50 Lakh,5,7,
"""Charming 3-Bedroom 5 Marla House in DHA Modern Comfort with Stylish Finishes""",DHA 9 Town,5.0,22400000.000000004,4480000.000000001,44.80 Lakh,3,4,
5 Marla Brand New Double Unit House For Sale.,Eden Boulevard Housing Scheme,5.0,22500000.0,4500000.0,45.00 Lakh,5,6,2025-07-31
2 Kanal Used Spanish Design Most Beautiful Bungalow For Sale At Prime Location Of Dha Lahore,DHA Phase 1 - Block B,40.0,145000000.0,3625000.0,36.25 Lakh,5,6,
10 Marla Brand New House For Sale In Bahria Town Lahore,Bahria Town - Sector D,10.0,42000000.0,4200000.0,42.00 Lakh,5,6,2025-07-26
5 Marla Used House For Sale In Sector E Bahria Town Lahore,Bahria Town - Sector E,5.0,20500000.0,4100000.0,41.00 Lakh,3,4,2025-07-26
7 MARLA PRIME LOCATION MODERN BUNGALOW AVAILABLE FOR SALE,Bankers Avenue Cooperative Housing Society,7.0,21500000.0,3071428.5714285714,30.71 Lakh,5,6,2025-07-31
Spacious House Is Available In New Lahore City - Block C For sale,New Lahore City - Block C,5.0,15000000.0,3000000.0,30.00 Lakh,3,4,2025-07-27
Prime Location 20 Marla House For Sale In Eden Canal Villas,Eden Canal Villas,20.0,90000000.0,4500000.0,45.00 Lakh,5,6,
HOUSE FOR SALE DOUBLE STOREY,Park View City,10.0,37000000.0,3700000.0,37.00 Lakh,5,5,
HOUSE FOR SALE BRAND NEW,Park View City,10.0,42000000.0,4200000.0,42.00 Lakh,6,6,
ONE KANAL FULL BASMENT ULTRA MODERN DESIGNER BUNGALOW NEAR TO COMMUNITY CLUBE PARK AND 70 FEET ROAD,DHA Phase 6,20.0,215000000.0,10750000.0,1.07 Cr,6,7,
B BLOCK 3 MARLA LUXURY DESIGN HOUSE- FOR SALE- IN REASONABLE PRICE.,Al-Kabir Phase 2 - Block B,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,
PRIM LOCATION 5 MARLA RESIDENTIAL HOUSE FOR SALE IN NAZTOWN .,Naz Town,5.0,12000000.0,2400000.0,24.00 Lakh,4,5,
2.5 Marla House For Sale In Cantt Ali Park,Ali Park,2.5,10500000.0,4200000.0,42.00 Lakh,4,4,2025-07-26
"C BLOCK 5 MARLA MODREN DESING /HOUSE / FPR SALE IN /REASONABLE PRICE ,AL-KABIR TOWN PHASE 2. . .",Al-Kabir Phase 2 - Block C,5.0,19000000.0,3800000.0,38.00 Lakh,3,4,2025-07-28
3 MARLA MODREN DESIGN GRAY STRUCTURE /FOR SALE IN/ AL-KABIR TOWN PHASE 2. .,Al-Kabir Phase 2 - Block B,3.0,9000000.0,3000000.0,30.00 Lakh,3,3,
5 MARLA LUXURY DESIGN HOUSE FOR SALE IN BAHRIA TOWN -TULIP EXTENSHION .,Bahria Town - Tulip Extension,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,
"C BLOCK HOT LOCATION ,MAIN BOLEVARD 5 MARLA HOUSE FOR SALE IN REASONABLRE PRICE . .",Al-Kabir Phase 2 - Block C,5.0,22000000.0,4400000.0,44.00 Lakh,4,5,
5 MARLA MODREN DESIGN HOUSE FOR SALE -AL KABIR TOWN- PH II,Al-Kabir Phase 2 - Block E,5.0,17000000.0,3400000.0,34.00 Lakh,4,5,
MODREN DESING HOUSE FOR SAKE IN AL-KABIR TOWN PHASE 2. .,Al-Kabir Town - Phase 2,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,2025-07-28
BEAUTIFULL BRAND NEW FURNISHED HOUSE FOR SALE IN DHA PHASE 6 LAHORE,DHA Phase 6,6.0,23000000.0,3833333.3333333335,38.33 Lakh,3,5,2025-07-29
A BEAUTIFUL 11 MARLA SAFARI VILLA,Bahria Town - Safari Block,11.0,31000000.0,2818181.8181818184,28.18 Lakh,4,5,2025-07-26
3 Years Installments Plan Brand New Luxury House For Sale In Park View City,New Lahore City,3.0,9000000.0,3000000.0,30.00 Lakh,3,4,
Ideal House For Sale In Sabzazar Scheme,Sabzazar Scheme,3.0,11000000.0,3666666.6666666665,36.67 Lakh,3,3,
10 MARLA FULL BASMENT HOUSE FOR SALE AT DHA PHASE 8,DHA Phase 8 - Ex Air Avenue,10.0,42500000.0,4250000.0,42.50 Lakh,5,6,2025-07-30
1 KANAL BRAND NEW ROYAL SPANISH DESIGN HOUSE FOR SALE,DHA Phase 5,20.0,73500000.0,3675000.0,36.75 Lakh,5,6,
1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE,DHA Phase 5 - Block G,20.0,89500000.0,4475000.0,44.75 Lakh,5,6,
"10 Marla Brand New Modern Design Owner Build 80 Feet wide Road House For Sale, in Central Park Lahore.",Central Park Housing Scheme,10.0,34000000.0,3400000.0,34.00 Lakh,5,6,
1 Kanal Furnished House For Sale,Bahria Town - Nishtar Block,20.0,92500000.0,4625000.0,46.25 Lakh,6,6,2025-07-27
Well-Constructed Facing Park House Available For Sale In Marghzar Officers Colony,Marghzar Officers Colony,10.0,44500000.0,4450000.0,44.50 Lakh,5,5,2025-07-28
Brand New 1 Kanal House For Sale In Marghzar Officers Colony,Marghzar Officers Colony,20.0,75000000.0,3750000.0,37.50 Lakh,6,6,2025-07-28
2 Kanal House Available For Sale,Sukh Chayn Gardens,40.0,150000000.0,3750000.0,37.50 Lakh,8,7,
Beautiful Brand New 2.25 Marla House 3 Bed 3 Bath Alfalah Town Near Dha Phase 5,Alfalah Town,2.2,9900000.0,4500000.0,45.00 Lakh,3,3,2025-07-27
Good Location New House,Bahria Town - Rafi Block,5.0,28000000.0,5600000.0,56.00 Lakh,3,4,
1 KANLA HOUSE FOR SALE,Johar Town Phase 1 - Block F1,20.0,55000000.0,2750000.0,27.50 Lakh,5,6,
Brand New Beautiful 5 Marla 3 Bed Double Storey House For Sale In Ali Park,Ali Park,5.0,25000000.0,5000000.0,50.00 Lakh,3,4,2025-07-27
Experience Ultimate Luxury with This 1 Kanal House for Sale,DHA Phase 7,20.0,99900000.0,4995000.0,49.95 Lakh,5,6,2025-07-26
1 KANAL MOST LUXURIOUS BRAND NEW MODERN BUNGALOW FOR SALE IN DHA PHASE 6,DHA Phase 6,20.0,280000000.0,14000000.0,1.40 Cr,6,7,
For Sale -Your Dream 1 Kanal House is Here | Brand New and Ready for You,DHA Phase 7,20.0,95000000.0,4750000.0,47.50 Lakh,5,6,2025-07-26
1 KANAL TOP NOTCH FULLY FURNISHED MODERN BUNGALOW FOR SALE IN DHA PHASE 6,DHA Phase 6,20.0,210000000.0,10500000.0,1.05 Cr,7,7,
1 KANAL SLIGHTLY USED MODERN DESIGNER HOUSE FOR SALE IN DHA PHASE 6 NEAR KFC,DHA Phase 6,20.0,75000000.0,3750000.0,37.50 Lakh,4,5,
Brand New Beautiful 4 Marla 3 Bed House In Khuda Buksh Colony With 21 Feet Front,Khuda Buksh Colony,4.0,19800000.0,4950000.0,49.50 Lakh,3,3,2025-07-27
Brand New House Prime Location 5 Marla House For Sale In Park View City,Park View City - Tulip Extension Block,5.0,14000000.0,2800000.0,28.00 Lakh,4,4,
1 Kanal House For Sale In Dha Phase 5,DHA Phase 5 - Block B,20.0,77500000.0,3875000.0,38.75 Lakh,5,6,
1 Kanal House For Sale In Dha Phase 4,DHA Phase 4 - Block GG,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,
1 Kanal House For Sale In Dha Phase 5,DHA Phase 5 - Block J,20.0,85000000.0,4250000.0,42.50 Lakh,5,6,
1 kanal beautiful design house for sale in dha phase 3,DHA Phase 3 - Block XX,20.0,87500000.0,4375000.0,43.75 Lakh,5,6,
M Block 5 Marla Dair Story Use House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,12500000.0,2500000.0,25.00 Lakh,3,4,2025-07-26
J Block 3 Marla Double Story Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,3.0,13500000.0,4500000.0,45.00 Lakh,3,4,2025-07-26
M Block 3 Marla Double Storey Use House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,3.0,9500000.0,3166666.6666666665,31.67 Lakh,3,4,2025-07-26
Single Story House For Sale In Canal Bank Housing Scheme,Canal Bank Housing Scheme,5.0,15500000.0,3100000.0,31.00 Lakh,2,2,2025-07-26
F Block 4 Marla Double Story Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,4.0,13500000.0,3375000.0,33.75 Lakh,3,4,2025-07-26
F Block 5 Marla Double Story 3 Month Use House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,18000000.0,3600000.0,36.00 Lakh,5,6,2025-07-26
4 Marla B Block Double Story Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,4.0,15500000.0,3875000.0,38.75 Lakh,3,4,2025-07-26
3 Marla Brand New House For Sale In Al Rahman Garden Phase 2,Al Rehman Garden Phase 2,3.0,12500000.0,4166666.6666666665,41.67 Lakh,2,4,
R Block Corner 5 Marla Double Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,18500000.0,3700000.0,37.00 Lakh,4,4,2025-07-26
C Block 5 Marla Dahi Story 4 K. V Sollar Install Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,19800000.0,3960000.0,39.60 Lakh,6,6,2025-07-26
N Block 3 Marla Dahi Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,3.0,12500000.0,4166666.6666666665,41.67 Lakh,4,4,2025-07-26
I Block 4 Marla Double Story Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,4.0,16500000.0,4125000.0,41.25 Lakh,4,4,2025-07-26
K Block 4 Marla Corner Double Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,4.0,16000000.0,4000000.0,40.00 Lakh,3,4,
K Block 5 Marla Double Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,21000000.0,4200000.0,42.00 Lakh,5,6,2025-07-26
18 Marla House In Punjab Govt Employee Society For Sale,Punjab Govt Employees Society,18.0,55000000.0,3055555.5555555555,30.56 Lakh,6,7,
O Block 5 Marla Double Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,5.0,19000000.0,3800000.0,38.00 Lakh,5,6,2025-07-26
M Block 3 Marla Double Story Use House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,3.0,9000000.0,3000000.0,30.00 Lakh,3,4,2025-07-26
M Block 3 Marla Dahi Story Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,3.0,12500000.0,4166666.6666666665,41.67 Lakh,4,5,2025-07-26
I Block 4 Marla Double Storey Brand New House For Sale Al Rehman Garden Phase-2,Al Rehman Garden Phase 2,4.0,16000000.0,4000000.0,40.00 Lakh,3,4,2025-07-26
5 Marla Brand New Modern House For Sale In Top Location In DHA Phase 9,DHA 9 Town,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,
5 Marla Like New Full House For Sale With Original Pics Attached,Bahria Town - Block CC,5.0,21000000.0,4200000.0,42.00 Lakh,3,5,
Brand New Beautifully Designed House For Sale In Nawab Town Prime Location,Nawab Town,10.0,33000000.0,3300000.0,33.00 Lakh,5,7,2025-07-29
5 Marla Beautiful Spanish House,DHA 9 Town,5.0,28000000.0,5600000.0,56.00 Lakh,3,4,
10 Marla Brand New For Sale In Al Rahman Garden Phase 2,Al Rehman Garden Phase 2,10.0,42500000.0,4250000.0,42.50 Lakh,5,6,
1 Kanal Beautiful House For Sale Dha Phase 1,DHA Phase 1 - Block N,20.0,55000000.0,2750000.0,27.50 Lakh,6,6,2025-07-26
Water Electricity . Full Furnished House Good Location,Harbanspura,3.0,11100000.000000002,3700000.0000000005,37.00 Lakh,3,3,2025-07-26
Gas Water Electricity . Full Furnished House Good Location Near To Main Market,Madni Park,3.0,11800000.0,3933333.3333333335,39.33 Lakh,3,3,2025-07-26
Water Electricity 20 Feet Road Near To Market Good Location,Moeez Town,3.0,10000000.0,3333333.3333333335,33.33 Lakh,4,4,2025-07-26
Dha Phase 6 Mazhar Munir Designee House For Sale White Mansion Near To Raya,DHA Phase 6,20.0,190000000.0,9500000.0,95.00 Lakh,6,5,
3 Marla Brand New House For Sale In Al Rahman Garden Phase 2,Al Rehman Garden Phase 2,3.0,12500000.0,4166666.6666666665,41.67 Lakh,3,4,
Bahria Town - Sector F 5 Marla House Up For sale,Bahria Town - Sector F,5.0,20000000.0,4000000.0,40.00 Lakh,3,4,
A Stunning House Is Up For Grabs In Bahria Town - Sector F Lahore,Bahria Town - Sector F,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,
5 Marla Slightly Used House For Sale,DHA 11 Rahbar Phase 2 - Block J,5.0,17000000.0,3400000.0,34.00 Lakh,3,4,
3 Marla brand new house in canal fort phase 2 canal road near khaira pull jallo lahore is available for sale,Canal Fort II,3.0,9500000.0,3166666.6666666665,31.67 Lakh,3,3,
1 Kanal House For Sale In Shaheen Block Sector B Bahria Town Lahore,Bahria Town - Shaheen Block,20.0,64000000.0,3200000.0,32.00 Lakh,6,6,
"10 Marla 3 Bedroom House For Sale In Askari 11, Lahore Prime Location In A Secure Community",Askari 11 - Sector A,10.0,43000000.0,4300000.0,43.00 Lakh,3,3,
3 Marla House For Sale In Cavalry Ground Extension,Cavalry Ground,3.0,19000000.0,6333333.333333333,63.33 Lakh,3,3,2025-07-26
Original Price Spanish House Near Y Block McDonald's,DHA Phase 7 - Block Y,20.0,69500000.0,3475000.0,34.75 Lakh,5,6,2025-07-31
"Luxurious 1 Kanal Modern House For Sale In DHA Phase 7, Lahore",DHA Phase 7 - Block P,20.0,71000000.0,3550000.0,35.50 Lakh,5,6,
Well-Constructed Brand New House Available For Sale In Marghzar Officers Colony,Marghzar Officers Colony,5.0,29500000.0,5900000.0,59.00 Lakh,6,6,
Ready To Buy A House In Marghzar Officers Colony Marghzar Officers Colony,Marghzar Officers Colony,3.0,13000000.0,4333333.333333333,43.33 Lakh,3,3,
Barnd Now 10 Marla With Basement 8kw Solar Modern Design House For Sale in Lake City Lahore,Lake City - Sector M-2A,10.0,58900000.0,5890000.0,58.90 Lakh,5,7,2025-07-28
6 Marla 60 Wide Brand New Modern House For Sale Block M7a In Lake City Lahore,Lake City,5.0,29900000.000000004,5980000.000000001,59.80 Lakh,4,5,2025-07-30
"""Charming 3-Bedroom 5 Marla House in DHA Modern Comfort with Stylish Finishes""",DHA 9 Town,5.0,21500000.0,4300000.0,43.00 Lakh,3,4,
Grey Structure 10 Marla House Available For Sale In Iqbal Block Sector E Bahria Town Lahore,Bahria Town - Iqbal Block,10.0,19500000.0,1950000.0,19.50 Lakh,5,6,
Brand New Corner Prime Location House For Sale Is Readily Available In Prime Location Of Park View City - Tulip Extension Block,Park View City - Tulip Extension Block,5.0,24000000.0,4800000.0,48.00 Lakh,4,4,
1 KANAL MODERN DESIGNER HOUSE FOR SALE FULLY FURNISHED,DHA Phase 6,20.0,104000000.0,5200000.0,52.00 Lakh,6,7,2025-07-28
Brand New Luxury 6.5 Marla House In Bankers Avenue Society Bedian Road Lahore,Bankers Avenue Cooperative Housing Society,6.5,24000000.0,3692307.6923076925,36.92 Lakh,5,7,2025-07-26
3 MARLA SPANISH/NEO CLASSICAL HOUSE FOR SALE,Al-Kabir Town - Phase 2,3.0,13000000.0,4333333.333333333,43.33 Lakh,3,4,
"10 Marla Brand New Luxury Furnished House for Sale in Bankers Avenue Society, Bedian Road, Lahore",Bankers Avenue Cooperative Housing Society,10.0,33500000.0,3350000.0,33.50 Lakh,5,7,2025-07-31
"10 Marla Brand New Unique Furnished House for Sale in Bankers Avenue Society, Bedian Road, Lahore",Bankers Avenue Cooperative Housing Society,10.0,33500000.0,3350000.0,33.50 Lakh,5,7,2025-07-26
"10 Marla Ultra Luxury House For Sale In Bankers Avenue Bedian Road, Lahore!",Bankers Avenue Cooperative Housing Society,10.0,35000000.0,3500000.0,35.00 Lakh,5,2,2025-07-31
"Beautiful 5 Marla House For Sale In SJ Garden, Bedian Road Lahore Ideal Family Home!",Bedian Road,5.0,15000000.0,3000000.0,30.00 Lakh,3,5,2025-07-31
5 Marla Ultra Modern Design House For Sale In DHA Rahber,DHA 11 Rahbar Phase 2,5.0,26000000.0,5200000.0,52.00 Lakh,4,3,2025-07-28
5 Marla Brand New Modern Design House For Sale In DHA 11 Rahbar,DHA 11 Rahbar Phase 2,5.0,27000000.0,5400000.0,54.00 Lakh,3,3,2025-07-31
1 Kanal Luxurious Modern Design Bungalow For Sale In Valencia on 80'road Road,Valencia Housing Society,20.0,99000000.0,4950000.0,49.50 Lakh,5,6,
22 Marla Corner House For Sale 6 Beds Semi Furnished Valencia Town,Valencia Housing Society,22.0,102500000.0,4659090.909090909,46.59 Lakh,5,6,
3 merla double story beautiful luxurious house for sale,Al Hafeez Garden - Phase 5,3.0,14000000.0,4666666.666666667,46.67 Lakh,3,3,
1 KANAL HOUSE FOR SALE IN DHA PHASE 4 Block GG,DHA Phase 4 - Block GG,20.0,70000000.0,3500000.0,35.00 Lakh,5,6,2025-07-27
"""Charming 3-Bedroom 5 Marla House In DHA Modern Comfort With Stylish Finishes""",DHA 9 Town,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,
"Luxury 4 Marla Brand New House In SJ Garden, Bedian Road Premium Living",Bedian Road,4.0,16500000.0,4125000.0,41.25 Lakh,3,2,2025-07-31
"10 Marla Unique Style House For Sale In Bankers Avenue Society Bedian Road, Lahore!",Bedian Road,10.0,33000000.0,3300000.0,33.00 Lakh,5,6,2025-07-26
M7 B 5 Marla House For Sale 4 Bedrooms Attach Bath Tv Lounge Kitchen Drawing Room,Lake City - Sector M7 - Block B,5.0,21500000.0,4300000.0,43.00 Lakh,4,4,
5 Marla Modern Design House For Sale Dha Rahber,DHA 11 Rahbar Phase 2,5.0,22500000.0,4500000.0,45.00 Lakh,3,4,2025-07-28
High-End 5 Marla House For Sale Near Emporium Mall & Expo Centre,Johar Town Phase 2,5.0,35500000.0,7100000.0,71.00 Lakh,5,6,2025-07-26
5 Marla House For Sale Lahore Motorway City,Lahore Motorway City,5.0,13000000.0,2600000.0,26.00 Lakh,5,5,2025-07-26
5 Marla House On Easy Installments Lahore,Lahore Motorway City,5.0,11000000.0,2200000.0,22.00 Lakh,4,4,2025-07-26
7 Marla Tripal House For Sale Lahore Motorway City,Lahore Motorway City,7.0,18500000.0,2642857.1428571427,26.43 Lakh,6,6,2025-07-26
1 Kanal House For Sale Lahore Motorway City,Lahore Motorway City,20.0,40000000.0,2000000.0,20.00 Lakh,7,7,2025-07-26
A Stunning House #676 Is Up For Grabs In Sher Shah Colony - Block B Lahore,Sher Shah Colony - Block B,3.0,7500000.0,2500000.0,25.00 Lakh,1,2,
Single Storey House For Sale,Khayaban-e-Amin - Block P,5.0,7000000.0,1400000.0,14.00 Lakh,2,1,
5 Marla House Facing Park Gardenia Block Bahria Town Lahore,Bahria Town - Sector C,5.0,17900000.0,3580000.0,35.80 Lakh,3,3,2025-07-27
5 Marla Spanish Style House For Sale In Rehman Arcade Punjab Small Industry,DHA Phase 2,5.0,24000000.0,4800000.0,48.00 Lakh,3,3,
4 Marla Brand New Double Storey House For Sale In Eden Boulevard College Road,Eden Boulevard Housing Scheme,4.0,16500000.0,4125000.0,41.25 Lakh,3,4,
5 Marla Double Unit Fully Furnished Modern House Available For Sale DHA 9 Town Lahore,DHA 9 Town - Block B,5.0,27500000.0,5500000.0,55.00 Lakh,3,5,
3 Marla Brand New 2.5 Storey House For Sale Union Green Society College Road LHR,Union Green,3.0,18000000.0,6000000.0,60.00 Lakh,4,4,
1 Kanal House For Sale Outstanding Location,DHA Phase 6 - Block H,20.0,79000000.0,3950000.0,39.50 Lakh,5,6,
One Kanal Brand New House Full Furnished Avilable For Rent,DHA Phase 6 - Block M,20.0,79000000.0,3950000.0,39.50 Lakh,5,6,
One kanal Brand New House Availaable For Sale,DHA Phase 3 - Block X,20.0,77500000.0,3875000.0,38.75 Lakh,5,6,
14 MARLA HOUSE IN PAF FALCON COMPLEX LAHORE,Gulberg,14.0,105000000.0,7500000.0,75.00 Lakh,4,5,
5 Marla House For Sale P Block Khayaban E Amin,Khayaban-e-Amin - Block P,5.0,7000000.0,1400000.0,14.00 Lakh,2,1,
Facing DHA Raya This Luxury Furnished Villa in DHA Phase 6 Block L For Sale,DHA Phase 6 - Block L,20.0,77400000.0,3870000.0,38.70 Lakh,5,5,2025-07-27
Dubai Real estate offer pony 2 Marly Luxury House For sale at Garhi shanu near to Markit,Garhi Shahu,1.8,8500000.0,4722222.222222222,47.22 Lakh,3,3,2025-07-27
4 Marla Corner Beautiful House At Shadab Garden Near Pak Arab Lahore,Pak Arab Housing Society,4.0,15000000.0,3750000.0,37.50 Lakh,3,4,2025-07-29
1 Kanal Slightly Used House For Sale In Wapda Town Extension,Wapda Town Phase 1 - Block A1,20.0,60000000.0,3000000.0,30.00 Lakh,7,6,
Brand New House For Sale,PCSIR Housing Scheme,5.0,19500000.0,3900000.0,39.00 Lakh,3,3,
Good Location Solid Construction,Punjab Govt Employees Society,17.0,64000000.0,3764705.882352941,37.65 Lakh,6,6,2025-07-28
Solid Construction House For Sale,Eden Boulevard,5.0,23000000.0,4600000.0,46.00 Lakh,4,5,2025-07-28
Brand New House Good Location,Valencia Housing Society,20.0,92000000.0,4600000.0,46.00 Lakh,6,6,2025-07-28
Good View House,New Iqbal Park Cantt,5.0,30000000.0,6000000.0,60.00 Lakh,3,3,
5 Marla Dubble storey House available for sale in eden boulevard society Mzzyle Chowk college Road Lahore,Eden Boulevard Housing Scheme,5.0,18500000.0,3700000.0,37.00 Lakh,5,5,
10 Marla Brand New house for sale khayaban e Amin,Khayaban-e-Amin - Block M,10.0,25000000.0,2500000.0,25.00 Lakh,3,3,
7 Marla House Faisal town D Block Prime Location,Faisal Town - Block D,7.0,34000000.0,4857142.857142857,48.57 Lakh,4,4,
18 MARLA MOST BEUTYFULL HOUSE FOR SALE IN OVERSES A,Bahria Town - Overseas A,18.0,78000000.0,4333333.333333333,43.33 Lakh,6,7,
10 Marla House For Sale In Safari Villas Bahria Town Lahore,Bahria Town - Safari Villas,10.0,28000000.0,2800000.0,28.00 Lakh,4,5,2025-07-27
2.5 MRLA New HOUSE Double Storey In MOEEZ TOWN Near Amir Town With Registry Transfer,Moeez Town,2.5,7000000.0,2800000.0,28.00 Lakh,3,3,2025-07-28
5 Marla Brand New,Bahria Town - Jinnah Block,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-31
Dha Rahbar 2 L Block House For Sale,DHA 11 Rahbar Phase 2 - Block L,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,
3 Kanal Beautiful Farm House Located On Main Chapa Road Road Lahore Original Pictures Attached,Jallo,60.0,22500000.0,375000.0,3.75 Lakh,3,3,
4 Marla Like A Brand New House Double Unit For Sale Gas Available Total Tile Flooring Near Wapda Town,Military Accounts Housing Society,4.0,14500000.0,3625000.0,36.25 Lakh,3,4,
Grey Structure House For Sale,Rose Garden,8.0,35000000.0,4375000.0,43.75 Lakh,5,5,2025-07-31
"Ideal Location Near Beacon House School, Opposite CBD, NEAR PACKAGE MALL NEAR BABE PAKISTAN GROUND",Farooq Colony,3.0,17000000.0,5666666.666666667,56.67 Lakh,5,6,2025-07-26
5 Marla Double Unit Brand New House For Sale In Ali Park Airport Road,Ali Park,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,
5 MARLA BRAND NEW MODREN DESIGNER HOUSE FOR SALE,DHA PhaseÂ 6 - Block E Extension,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,
Beautiful Brand New House Facing Park For Sale,Khayaban-e-Amin - Block L,5.0,15500000.0,3100000.0,31.00 Lakh,3,3,
10 Marla House For Sale Sunny Park Inside Of Pcsir Phase 2,PCSIR Housing Scheme Phase 2,10.0,33000000.0,3300000.0,33.00 Lakh,4,4,
3 MARLA Luxury House A+ Construction On Investor Rate,Madina Garden Society,3.0,7800000.0,2600000.0,26.00 Lakh,4,3,2025-07-26
5 Marla Used House Available For Sale,New Lahore City - Phase 2,5.0,13000000.0,2600000.0,26.00 Lakh,3,4,
A Perfect Prime Location House Awaits You In Central Park - Block G Lahore,Central Park - Block G,10.0,31500000.0,3150000.0,31.50 Lakh,5,6,
