Title,Society,Area_marla,Price_clean,Price_per_marla,Price_per_marla_formatted,Bedrooms,Bathrooms,Date_Posted_clean
10 Marla House For Sale In Gulbahar Block Bahria Town Lahore,Bahria Town - Gulbahar Block,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,
22 Marla Brand New Faisal Rasul Design Furnished Bungalow For Sale In Phase 6,DHA Phase 6,22.0,135000000.0,6136363.636363637,61.36 Lakh,5,6,
"3 Kanal Owner Build House Solid Construction, Main Road,16500 Square Feet Covered Area House For Sale In Model Town",Model Town,60.0,290000000.0,4833333.333333333,48.33 Lakh,8,6,
1 Kanal 2 Story Marble Tiled VIP Location For Sale,Allama Iqbal Town - Rachna Block,20.0,90000000.0,4500000.0,45.00 Lakh,6,6,
Fair-Priced 10 Marla House Available In Bahria Town - Nishtar Extension Block,Bahria Town - Nishtar Extension Block,10.0,44000000.0,4400000.0,44.00 Lakh,5,6,
"A ULTRA LUXURIOUS ONE KANAL MODERN SEMI FURNISHED HOUSE WITH NINE AC INVERTERS, DOUBLE DOOR REFRIGERATOR, MICROWAVE OVEN, BAKING OVEN INSTALLED AVAILABLE WITHIN WALKING DISTANCE FROM GRAND MOSQUE, PARK AND MARKET , LOCATED ON HUNDRED FEET ROAD IN JASMINE BLOCK SECTOR C BAHRIA TOWN LAHORE",Bahria Town - Sector C,20.0,137000000.0,6850000.0,68.50 Lakh,5,6,
"FIVE MARLA LAVISH MODERN HOUSE NEAR TO IMTIAZ STORE AND EIFFEL TOWER PARK, MOSQUE AND MARKET AVAILABLE IN TALAH BLOCK, SECTOR E, BAHRIA TOWN LAHORE",Bahria Town - Sector E,5.0,26000000.0,5200000.0,52.00 Lakh,3,4,
5 Marla Brand New House Is Available For Sale In DHA 9 Town Block A Lahore,DHA 9 Town - Block A,5.0,29500000.0,5900000.0,59.00 Lakh,-,-,
1 Kanal Like Brand New House For Sale In Lake City For Sale In Lake City Raiwind Road Lahore,Lake City - Sector M-3,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-25
Galleria Signature Design Fully Furnished 2 Kanal House For Sale Facing Park& Near Raya At Prime Location,DHA Phase 6 - Block K,40.0,269000000.0,6725000.0,67.25 Lakh,6,7,2025-07-25
10-Marla Beautiful Villa Available For Sale,Defence Raya,10.0,50000000.0,5000000.0,50.00 Lakh,4,5,2025-07-24
14-Marla Villa with 4 Marla Lawn Available For Sale At Very Reasonable Price,Defence Raya,14.0,56500000.0,4035714.285714286,40.36 Lakh,4,5,2025-07-24
1 KANAL BRAND NEW FULLY FURNISHED FULL BASEMENT HOUSE FOR SALE,DHA Phase 6,20.0,147500000.0,7375000.0,73.75 Lakh,6,7,2025-07-24
1 KANAL FULL BASEMENT FULLY FURNISHED HOUSE NEAR MC DONALD,DHA Phase 7,20.0,120000000.0,6000000.0,60.00 Lakh,6,7,2025-07-24
1 KANAL BRAND NEW ULTRA MODERN BUNGALOW FOR SALE,DHA Phase 7,20.0,75000000.0,3750000.0,37.50 Lakh,5,6,2025-07-24
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,Park View City,10.0,32500000.0,3250000.0,32.50 Lakh,5,6,2025-07-27
5 Marla House Near DHA On Bedian Road,Bankers Avenue Cooperative Housing Society,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-25
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,Park View City,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,2025-07-27
9 Marla Brand New House For Sale In Bankers Avenue Cooperative Housing Society,Bankers Avenue Cooperative Housing Society,9.0,31000000.0,3444444.4444444445,34.44 Lakh,5,6,2025-07-25
10 Marla Spacious House Available In Allama Iqbal Town For sale,Allama Iqbal Town,10.0,41500000.0,4150000.0,41.50 Lakh,4,5,2025-07-27
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Park View City,5.0,17500000.0,3500000.0,35.00 Lakh,4,5,2025-07-27
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Park View City,5.0,18000000.0,3600000.0,36.00 Lakh,4,5,2025-07-27
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,DHA Phase 7 - Block U,20.0,72500000.0,3625000.0,36.25 Lakh,5,6,
10-Marla Ultra Modern Bungalow For Sale at Top Location Near Raya,DHA Phase 7,10.0,41500000.0,4150000.0,41.50 Lakh,4,5,
1 Kanal Brand New A Plus Construction Modern Design Bungalow For Sale In DHA Phase 7 Lahore,DHA Phase 7,20.0,70000000.0,3500000.0,35.00 Lakh,5,6,2025-07-26
100% Original Deal | 1 Kanal Full Basement Ultra Modern Luxury House For Sale in DHA Phase 7 | Direct Owner Deal | Prime Location | Serious Buyers Only,DHA Phase 7,20.0,87500000.0,4375000.0,43.75 Lakh,6,6,2025-07-27
2 Kanal Brand New Luxury Ultra Modern Design 6 Bedroom House Is Available For Sale In DHA Phase 6 Block M Lahore Cantt,DHA Phase 6 - Block M,40.0,549500000.0,13737500.0,1.37 Cr,6,7,
5 Marla Ultra Advance Modern Smart Features Designer Brand New House Available For Sale Meeting With Direct Owner,Bahria Town - Janiper Block,5.0,19000000.0,3800000.0,38.00 Lakh,3,4,
10 Marla Luxury House For Sale In Bismillah Housing Scheme,Bismillah Housing Scheme,10.1,45000000.0,4455445.544554455,44.55 Lakh,6,6,2025-07-27
5 Marla Brand New House For Sale In Nasheman-E- Iqbal Phase 2,Nasheman-e-Iqbal Phase 2,5.0,19000000.0,3800000.0,38.00 Lakh,5,6,
"3 Marla Double Storey Houses On Easy Installments Prime Location Raiwind Road, Lahore",Raiwind Road,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,2025-07-25
Luxury House In DHA Rahbar Phase II,DHA 11 Rahbar Phase 2 Extension,5.0,22500000.0,4500000.0,45.00 Lakh,4,5,2025-07-25
A PRIME LOCATION 5 MARLA HOUSE FOR SALE IN JINNAH BLOCK SECTOR E BAHRIA TOWN LAHORE,Bahria Town - Jinnah Block,5.0,25000000.0,5000000.0,50.00 Lakh,3,4,2025-07-25
1 KANAL HOUSE FOR SALE IN JASMINE BLOCK SECTOR C BAHRIA TOWN LAHORE,Bahria Town - Jasmine Block,20.0,60000000.0,3000000.0,30.00 Lakh,5,6,2025-07-25
1 KANAL FULL BASEMENT FULLY FURNISHED SWIMMING POOL THEATER GYM BUNGALOW,DHA Phase 6,20.0,150000000.0,7500000.0,75.00 Lakh,6,7,2025-07-24
5 MARLA LUXURY HOUSE FOR SALE,DHA 9 Town,5.0,21500000.0,4300000.0,43.00 Lakh,3,4,2025-07-24
4 Marla Half Double Storey Brand New House For Sale In IBL Housing Scheme Near Canal Road,IBL Housing Scheme,4.0,9000000.0,2250000.0,22.50 Lakh,3,3,2025-07-24
Prime Location 6 Marla House Available For Sale In Nasheman Iqbal Phase 2 - Block B1 If You Hurry,Nasheman Iqbal Phase 2 - Block B1,6.0,23500000.0,3916666.6666666665,39.17 Lakh,5,6,2025-07-24
3 Marla Brand New House For Sale At Defence Road Al-Hamad Town,Defence Road,3.2,15000000.0,4687500.0,46.88 Lakh,4,5,2025-07-24
5 Marla New House For Sale,Bankers Avenue Cooperative Housing Society,5.0,18500000.0,3700000.0,37.00 Lakh,3,4,2025-07-25
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,Park View City,5.0,16000000.0,3200000.0,32.00 Lakh,4,5,2025-07-27
"9 Marla Ultra Luxury House For Sale In Bankers Avenue Bedian Road, Lahore!",Bankers Avenue Cooperative Housing Society,9.0,32000000.0,3555555.5555555555,35.56 Lakh,5,5,2025-07-25
10 Marla fully renovated double unit Bungalow for sale in Location DHA phase 8 Lhr,Air Avenue - Block N,10.0,51000000.0,5100000.0,51.00 Lakh,4,5,2025-07-25
A 3 Marla House Has Landed On Market In Green Cap Housing Society,Green Cap Housing Society,3.0,5000000.0,1666666.6666666667,16.67 Lakh,1,1,2025-07-25
5 Marla Brand New House For Sale In DHA Near to Park,DHA 9 Town,5.0,19800000.0,3960000.0,39.60 Lakh,3,4,2025-07-25
5 MARLA BRAND NEW MODREN DESIGNER HOUSE FOR SALE DHA,DHA 9 Town,5.0,20500000.0,4100000.0,41.00 Lakh,3,4,2025-07-25
Discover Luxury Living In This Meticulously Designed 1 Kanal House In DHA Phase 7,DHA Phase 7,20.0,74500000.0,3725000.0,37.25 Lakh,5,6,2025-07-26
5 Marla Modern House For Sale In Central Park,Central Park Housing Scheme,5.0,22500000.0,4500000.0,45.00 Lakh,4,5,
One Kanal Modern Fully Furnished Bungalow For Sale Situated At Heart Of Phase 7 Near Park,DHA Phase 7,20.0,93699999.99999999,4684999.999999999,46.85 Lakh,5,6,
1 Kanal House For Sale In DHA Phase 6 Near DHA Raya Golf Club At Reasonble Price,DHA Phase 6,20.0,77500000.0,3875000.0,38.75 Lakh,5,6,
This Is A Three Bed Room Apartment With All Amenities.,Askari 10 - Sector F,10.9,35000000.0,3211009.1743119266,32.11 Lakh,3,3,
ideal location house available for sale.,Formanites Housing Scheme,5.0,21000000.0,4200000.0,42.00 Lakh,3,4,2025-07-25
1 Kanal House In Only Rs. 125000000,DHA Phase 6 - Block N,20.0,125000000.0,6250000.0,62.50 Lakh,6,6,2025-07-24
1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE IN NFC SOCERITY NEAR TO VALANCIA TOWN,Valencia Housing Society,20.0,90000000.0,4500000.0,45.00 Lakh,5,6,2025-07-23
"Beautiful Designer House For Sale DHA Phase 6, Lahore",DHA Phase 6 - Block K,20.0,180000000.0,9000000.0,90.00 Lakh,5,6,2025-07-27
"Elite 26 Marla Luxury House With Basement, Pool",DHA Phase 8,26.0,285000000.0,10961538.461538462,1.10 Cr,5,6,2025-07-27
Fully Furnished 1 Kanal 6 Beds House For Sale With Full Basement,DHA Phase 5,20.0,160000000.0,8000000.0,80.00 Lakh,6,6,2025-07-24
2 Kanal Brand New Full Basement Furnished Mansion With Pool And Home Theater For Sale In Phase 5 DHA,DHA Phase 5,40.0,320000000.0,8000000.0,80.00 Lakh,6,6,2025-07-24
03 Marla Grey Structure House For Sale in Eden,Eden Residencia,3.0,8700000.0,2900000.0,29.00 Lakh,3,4,2025-07-25
5 Marla House For Sale In Nasheman-E-Iqbal Phase 2,Nasheman-e-Iqbal Phase 2,5.0,19500000.0,3900000.0,39.00 Lakh,6,7,2025-07-24
Property For Sale In Eden Residencia Lahore Is Available Under Rs. 16500000/-,Eden Residencia,4.0,15000000.0,3750000.0,37.50 Lakh,5,4,2025-07-24
5 Marla Brand New House For Sale In Eden Boulevard,Eden Boulevard Housing Scheme,5.0,19500000.0,3900000.0,39.00 Lakh,4,5,2025-07-24
5 MARLA BRAND NEW MODREN DESIGNER HOUSE FOR SALE,DHA 9 Town,5.0,20500000.0,4100000.0,41.00 Lakh,3,4,2025-07-25
5 Marla Brand New House For Sale In DHA Near to Park,DHA 9 Town,5.0,21500000.0,4300000.0,43.00 Lakh,3,4,2025-07-25
5 MARLA BRAND NEW HOUSE FOR SALE NEAR TO PARK,Bankers Avenue Cooperative Housing Society,5.0,16600000.0,3320000.0,33.20 Lakh,3,4,2025-07-25
OWNER BUILD SOLID CUNSTRUCTION WELL MAINTAINED BANGLOW,Punjab Coop Housing Society,10.0,39000000.0,3900000.0,39.00 Lakh,4,4,2025-07-27
"3 Marla Brand New House Available For Sale In Al Kabir Town Phase #2 Main Raiwind Road, Lahore.",Al-Kabir Town - Phase 2,3.0,12000000.0,4000000.0,40.00 Lakh,3,4,2025-07-25
Luxury One Kanal House for Sale in Phase,DHA Phase 6 - Block M,20.0,154000000.0,7700000.0,77.00 Lakh,5,6,
1 Kanal Fully Furnished Solid Constructed Brand New House Available For Sale,DHA Phase 6 - Block M,20.0,152000000.0,7600000.0,76.00 Lakh,5,6,
10 Marla 3 Bedroom Apartment Available For Sale In Askari 10 Sector F Lahore,Askari 10 - Sector F,10.0,37500000.0,3750000.0,37.50 Lakh,3,3,
17 Marla 5 Bedrooms With Attached Bathrooms BRIG House With Good Location Available For Sale In Askari 10 Sector F,Askari 10 - Sector F,17.0,95000000.0,5588235.294117647,55.88 Lakh,5,6,
5 Marla House For Sale In AA Block Bahria Town Lahore,Bahria Town - Block AA,5.0,18500000.0,3700000.0,37.00 Lakh,3,4,
10 Marla Luxry House For Sale,Bismillah Housing Scheme,10.1,44000000.0,4356435.6435643565,43.56 Lakh,6,6,2025-07-21
3 MARLA DOUBLE STOREY CORNER LUXURY HOUSE AVAILABLE FOR SALE,Rehan Garden,3.0,9000000.0,3000000.0,30.00 Lakh,3,3,
5 Marla Brand New Ultra Modern Design House Available For Sale In ParkView City Lahore,Park View City,5.0,22500000.0,4500000.0,45.00 Lakh,4,4,
"6.15 Marla Brand New House For Sale In Tulip Extension Park View City, Lahore.",Park View City - Tulip Extension Block,6.1,29000000.0,4754098.360655738,47.54 Lakh,3,4,
3 Marla House In Formanites Housing Near Dha Phase 5 Lahore,Formanites Housing Scheme,3.0,11600000.0,3866666.6666666665,38.67 Lakh,3,4,
1 Kanal Brand New Bungalow Near To Defense Raya With Basement Modern Luxury Design House For Sale,DHA Phase 6 - Block L,20.0,82800000.0,4140000.0,41.40 Lakh,5,6,2025-07-24
5 Marla Modern Design Luxury House For Sale In DHA 9 Town,DHA 9 Town,5.0,21600000.0,4320000.0,43.20 Lakh,3,4,2025-07-24
16 Marla Brand New House For Sale In PGECHS Phase 2,PGECHS Phase 2,16.0,60000000.0,3750000.0,37.50 Lakh,7,6,2025-07-24
SPANISH ELEGENT HOUSE -FOR SALE IN DHA PHASE 09 TOWN LAHORE,DHA 9 Town,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,2025-07-24
10 MARLA SPLENDID MODERN DESIGN VILLA FOR SALE,DHA Phase 8 - Ex Park View,10.0,42500000.0,4250000.0,42.50 Lakh,4,5,2025-07-27
1 Kanal Adorable Bungalow On Top Location For Sale In DHA Phase 4 Lahore,DHA Phase 4 - Block DD,20.0,62500000.0,3125000.0,31.25 Lakh,5,6,2025-07-27
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Park View City,5.0,15000000.0,3000000.0,30.00 Lakh,4,5,2025-07-27
3 Marla House For Sale Corner Al Ahmed Garden,Al-Ahmad Garden Housing Scheme,3.0,11500000.0,3833333.3333333335,38.33 Lakh,2,3,2025-07-25
3 Marla House For Sale Bank finance Also Applicable,Al Hafeez Garden - Phase 5,3.0,14500000.0,4833333.333333333,48.33 Lakh,3,4,2025-07-25
3 Marla House For Sale Used Corner,Bismillah Housing Scheme,3.0,11000000.0,3666666.6666666665,36.67 Lakh,3,4,2025-07-25
Spanish 3 Marla House For Sale,Bismillah Housing Scheme,3.0,12500000.0,4166666.6666666665,41.67 Lakh,3,4,2025-07-25
10 Marla House For Sale,Bismillah Housing Scheme,10.0,45000000.0,4500000.0,45.00 Lakh,6,6,2025-07-27
Highly-Coveted 5 Marla Solar House Is Available In Eden Boulevard - Block A For Sale,Eden Boulevard - Block A,5.0,25000000.0,5000000.0,50.00 Lakh,5,6,2025-07-26
3 Marla Super Modern Model Facing Park House Up For Sale,Union Green,3.0,18000000.0,6000000.0,60.00 Lakh,4,4,
9 Marla Brand New House For Sale,Bankers Avenue Cooperative Housing Society,10.0,27500000.0,2750000.0,27.50 Lakh,4,6,
1 KANAL BEAUTIFUL HOUSE AVAILBE FOR SALE SECTOR S ASKARI 10 LAHORE,Askari 10 - Sector F,17.0,97000000.0,5705882.352941177,57.06 Lakh,4,5,
1 KANAL BRAND NEW WELL DESIGN HOUSE FOR SALE IN DHA PHASE 8 EX AIR AVENUE,DHA Phase 8 - Ex Air Avenue,20.0,85000000.0,4250000.0,42.50 Lakh,5,6,
5 Marla Modern House For Sale On Installments,Central Park - Block BB,5.0,22000000.0,4400000.0,44.00 Lakh,3,4,2025-07-25
Reserve A House Of 4 Kanal Now In Township,Township,80.0,150000000.0,1875000.0,18.75 Lakh,7,5,2025-07-25
Luxury Homes In Behria Town On Instalments,Bahria Town - Sector F,5.0,25500000.0,5100000.0,51.00 Lakh,3,5,2025-07-24
"One Kanal Bungalow In PAF Falcon Complex, Gulberg-3 Lahore, Very Well Maintained, Under PAF Administration",PAF Falcon Complex,20.0,160000000.0,8000000.0,80.00 Lakh,5,5,2025-07-27
5 Marla Modern Design Luxury House Available For Sale In DHA 9 Town,DHA 9 Town,5.0,22400000.000000004,4480000.000000001,44.80 Lakh,3,4,2025-07-24
5 Marla Brand New House For Sale In Lake City - Sector M-7B Lake City Lahore,Lake City,5.0,25000000.0,5000000.0,50.00 Lakh,4,5,2025-07-27
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,Park View City,5.0,16000000.0,3200000.0,32.00 Lakh,4,5,2025-07-27
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,Park View City,10.0,32000000.0,3200000.0,32.00 Lakh,5,6,2025-07-26
5 MARLA BRAND NEW SUPER LUXURY HOUSE FOR SALE,DHA 9 Town,5.0,21300000.0,4260000.0,42.60 Lakh,3,4,2025-07-24
"Spacious & Modern 10-Marla House Featuring Basement, Airy Living Spaces, 3 Beds with Attached Baths, 2 Kitchens, Drawing Dining & More Prime Location in DHA Phase 5 Block L Perfect for Comfortable Living by Emarat Real Estate",DHA Phase 5 - Block L,10.0,60000000.0,6000000.0,60.00 Lakh,3,4,2025-07-27
"Experience Luxurious Living in This 8-Marla Brand New Full House for Sale , Including 3 Bedrooms with Premium Attached Bathrooms, 2 Contemporary Kitchens Bright & Stylish in DHA Phase 6 with Emarats Signature Easy Deal",DHA Phase 6,8.0,40000000.0,5000000.0,50.00 Lakh,3,4,2025-07-27
3 Marla 115 Square Feet House For Sale,Al-Ahmad Garden Housing Scheme,3.5,12900000.0,3685714.285714286,36.86 Lakh,3,4,2025-07-25
2-Kanal 6-Marla Single Story Old House Available For Sale.,Sarfaraz Rafiqui Road,46.0,140000000.0,3043478.2608695654,30.43 Lakh,6,6,2025-07-25
05-Marla Double Unit House Available for Sale Location Jora Pull Lahore Cantt.,Al Faisal Town,5.0,19000000.0,3800000.0,38.00 Lakh,4,5,2025-07-25
1-Kanal 07-Bedroom's Double Unit House Available For Sale.,Model Town Link Road,20.0,55000000.0,2750000.0,27.50 Lakh,7,-,2025-07-25
Defence 10 Marla Designer Bungalow Ideal Location Reasonable Price,DHA Phase 5 - Block E,10.0,52500000.0,5250000.0,52.50 Lakh,4,5,2025-07-25
10 Marla Full Basement Like A Brand New Fully Modern Bungalow For Sale At Top Location Near Park & Commercial Area,DHA Phase 5 - Block K,10.0,56700000.0,5670000.0,56.70 Lakh,5,6,2025-07-25
"1 Kanal Double Store, Double Unit House 2 Side Open House Available For Sale.",Government Employees Cooperative Housing Society (GECHS) - Phase 3,20.0,55000000.0,2750000.0,27.50 Lakh,7,-,2025-07-25
3 Marla Luxury White House For Sale In Al Rehman Garden Phase 2,Al Rehman Garden Phase 2,3.0,13000000.0,4333333.333333333,43.33 Lakh,3,4,
3 Marla Modern UsedHouse For Sale In Al Rehman Garden Phase 2,Al Rehman Garden Phase 2,3.0,10500000.0,3500000.0,35.00 Lakh,3,4,
10 Marla Beautifully Designed Luxurious House For Sale In Dha Phase 1 Lahore,DHA Phase 1,10.0,70000000.0,7000000.0,70.00 Lakh,5,5,
5 Maral Brand New House available for sale in Tulip Overseas block near to school park and market. . . .,Park View City - Tulip Overseas,5.0,21500000.0,4300000.0,43.00 Lakh,4,5,
5 Marla Duplex Luxury House For Sale In Al Rehman Garden Phase 2,Al Rehman Garden Phase 2,5.0,20500000.0,4100000.0,41.00 Lakh,5,6,
5 MARLA HOUSE FOR SALE MADE BY FAMOUS ARCHITECT,DHA 9 Town,5.0,23500000.0,4700000.0,47.00 Lakh,3,4,2025-07-23
"3.11 Marla Neo Furnished House Sale B Block Phase-2 LDA Approved Area House No 440 A + Material Use, Good Location House, Socaity New Lahore City, Ring Road Kay Qareeb, Bahria Town Road Attached.",New Lahore City,3.0,11000000.0,3666666.6666666665,36.67 Lakh,3,4,2025-07-23
3 Marla Beautiful House Urgent For Sale In Canal Garden Lahore,Canal Garden,3.0,13500000.0,4500000.0,45.00 Lakh,4,4,2025-07-27
5 Marla owner build house available for sale,Park View City - Tulip Overseas,5.0,19500000.0,3900000.0,39.00 Lakh,4,5,2025-07-27
4 Marla Corner House For Sale In Military Account Society College Road Lahore,Military Accounts Housing Society,4.0,15600000.0,3900000.0,39.00 Lakh,3,4,2025-07-27
10 MARLA 3 BEDROOMS BEAUTIFUL HOUSE AVAILABLE FOR SALE IN ASK 11 SECTOR B,Askari 11 - Sector B,10.0,45000000.0,4500000.0,45.00 Lakh,3,4,2025-07-24
2 Kanal Owner Built House For Sale,Wapda Town,40.0,97899999.99999999,2447499.9999999995,24.47 Lakh,6,6,2025-07-24
"1-Bed Furnished Unit, 4 Lavish Bedrooms DHA Phase 9-Towns Best 8-Marla Home Featuring Wide Parking, Elegant Ambiance & Smart Layout with Easy Deal by Emarat",DHA 9 Town,8.0,52500000.0,6562500.0,65.62 Lakh,4,5,2025-07-27
Exquisite 5 Marla House For Sale In Park View City Lahore,Park View City - Tulip Overseas,5.0,17200000.0,3440000.0,34.40 Lakh,4,4,2025-07-24
5 Marla Brand New Luxurious House For Sale In Park View City Lahore,Park View City,5.0,16500000.0,3300000.0,33.00 Lakh,4,4,2025-07-27
Kanal EYE CACHING Ultra Modern Super Luxury Bungalow For Sale On Top Location,DHA Phase 7 - Block S,20.0,69900000.0,3495000.0,34.95 Lakh,5,6,2025-07-24
KANAL FULL FURNISEH EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE,DHA Phase 6 - Block L,20.0,92300000.0,4615000.0,46.15 Lakh,6,7,2025-07-24
3.5 Marla House For Sale In Hussain Block Cheapest Rate,Bismillah Housing Scheme,2.5,12500000.0,5000000.0,50.00 Lakh,3,4,2025-07-25
2-Bed Fully Furnished Apartment Available With Post Possession Payment Plan In Gulberg 3,Gulberg 3 - Block L,4.2,26000000.0,6190476.19047619,61.90 Lakh,3,2,2025-07-25
10-Marla 3-Bedroom's & Study House House Available For Sale,Askari 9,10.0,45000000.0,4500000.0,45.00 Lakh,4,3,2025-07-25
4 Marla corner double story House near ferozpur road and new defence road kahna nau Lahore,Kahna,4.0,3600000.0,900000.0,9.00 Lakh,4,2,2025-07-25
1 Kanal House In Bahria Town - Sector C Is Best Option,Bahria Town - Sector C,20.0,80000000.0,4000000.0,40.00 Lakh,5,5,2025-07-25
Spacious 10 Marla House Available For sale In Bahria Town - Sector C,Bahria Town - Sector C,10.0,50000000.0,5000000.0,50.00 Lakh,5,5,2025-07-25
Your Ideal 1 Kanal House Has Just Become Available In Bahria Town - Sector C,Bahria Town - Sector C,20.0,85000000.0,4250000.0,42.50 Lakh,5,5,2025-07-25
"5 Marla Residential House For Sale In BB Block LDA Approved, Nearby Commercial Market, Mosque ATM And School",Bahria Town - Block BB,5.0,15800000.0,3160000.0,31.60 Lakh,3,5,
Al rehman Garden phase 2  4 Marla brand new house for sale at hot location,Al Rehman Phase 2 - Block I,4.0,15300000.0,3825000.0,38.25 Lakh,2,5,
Brand New Modern Design House For Sale,DHA Phase 5 - Block K,10.0,75000000.0,7500000.0,75.00 Lakh,4,4,
"Change Your Address To Jubilee Town - Block B, Lahore For A Reasonable Price Of Rs. 38000000",Jubilee Town - Block B,10.0,37900000.0,3790000.0,37.90 Lakh,6,6,
10 Marla Elegant Designer House For Sale In A Block Central Park Lahore,Central Park - Block A,10.0,39000000.0,3900000.0,39.00 Lakh,5,6,2025-07-27
Wapda Town Solid House For Sale,Wapda Town,10.0,35500000.0,3550000.0,35.50 Lakh,6,6,
Rehaish Holdings Offers Brand New 3 Marla Used House For Sale In Al Kabir Town Phase 2 Lahore,Al-Kabir Town - Phase 2,3.0,10000000.0,3333333.3333333335,33.33 Lakh,3,3,2025-07-26
1 Kanal Ultra Luxury Homes For Sale In Valencia Town Block J,Valencia - Block J,20.0,70000000.0,3500000.0,35.00 Lakh,6,6,2025-07-25
LUXURIOUS 1 KANAL CORNER HOUSE FOR SALE IN DHA PHASE 6 BLOCK C LAHORE OWNER BUILT,DHA Phase 6 - Block C,20.0,92500000.0,4625000.0,46.25 Lakh,5,5,2025-07-25
10 Marla Designer House For Sale,DHA 9 Town,10.0,59500000.0,5950000.0,59.50 Lakh,4,5,2025-07-22
One Kanal Ultra Modern Luxurious House For Sale,Lake City,20.0,99000000.0,4950000.0,49.50 Lakh,5,6,2025-07-24
Facing Park Modern Design Fully Furnished Slightly Used House For Sale,Valencia Housing Society,20.0,85000000.0,4250000.0,42.50 Lakh,5,6,2025-07-24
Luxury Redefined Elegant 1 Kanal Designer Home in DHA Sector F,DHA Phase 6 - Block F,20.0,120000000.0,6000000.0,60.00 Lakh,5,5,2025-07-24
Near Packages Mall 1 Kanal Adorable Bungalow On Top Location For Sale In DHA Phase 3 Lahore,DHA Phase 3 - Block XX,20.0,65000000.0,3250000.0,32.50 Lakh,5,6,2025-07-26
Beautifully Located Top Line House By Owner,DHA Phase 7 - Block Y,20.0,105000000.0,5250000.0,52.50 Lakh,5,6,2025-07-24
01 Kanal Beautiful Full Basement House For Sale In DHA Phase 05 K Block,DHA Phase 5 - Block K,20.0,92500000.0,4625000.0,46.25 Lakh,5,6,2025-07-24
10 Marla Beautiful Double Unit House For Sale In DHA Phase 4 Block EE,DHA Phase 4 - Block EE,20.0,56500000.0,2825000.0,28.25 Lakh,4,5,2025-07-24
3.5 Marla House Sale Near Ferozpur Road And New Defence Road Few Step From 200ft Road Kahna Nau Lahore,Kahna,3.5,3850000.0,1100000.0,11.00 Lakh,2,2,2025-07-25
Best Options For House Is Available For sale In Bahria Town - Sector C,Bahria Town - Sector C,20.0,75000000.0,3750000.0,37.50 Lakh,5,5,2025-07-25
Affordable House For sale In Bahria Town - Sector C,Bahria Town - Sector C,20.0,70000000.0,3500000.0,35.00 Lakh,5,5,2025-07-25
House For sale In Rs. 65000000,Bahria Town - Sector C,20.0,65000000.0,3250000.0,32.50 Lakh,5,5,2025-07-25
House For sale In Rs. 60000000,Bahria Town - Sector C,20.0,60000000.0,3000000.0,30.00 Lakh,5,5,2025-07-25
Reserve A Centrally Located House Of 10 Marla In Bahria Town - Sector C,Bahria Town - Sector C,10.0,45000000.0,4500000.0,45.00 Lakh,5,5,2025-07-25
5 Marla House For Sale In AA Block Bahria Town Lahore,Bahria Town - Block AA,5.0,18000000.0,3600000.0,36.00 Lakh,3,4,2025-07-26
DEMANDING DOUBLE STORY HOUSE AT PRIME LOCATION AVAILABLE FOR SALE IN IZMIR TOWN,Izmir Town,10.0,42500000.0,4250000.0,42.50 Lakh,7,6,
5 Marla 75% Finished Corner House For Sale Premium Location In Lake City Sector M8-B1,Lake City Sector M8 - Block B1,5.0,15900000.0,3180000.0,31.80 Lakh,4,5,
2 Kanal Well Maintain Only Plot Price Top Location Fully Furnished House For Sale,DHA Phase 1 - Block E,40.0,120000000.0,3000000.0,30.00 Lakh,-,-,
"3 MARLA MODREN DESIGN HOUSE ,PRIME LOCATION FOR SALE /IN AL-KABIR TOWN PHASE 2. .",Al-Kabir Town - Phase 2,3.0,12500000.0,4166666.6666666665,41.67 Lakh,3,4,
5 Marla Double Story In Eden Boulevard For Sale,Eden Boulevard Housing Scheme,5.0,17000000.0,3400000.0,34.00 Lakh,4,4,2025-07-21
Premium Location At Lahore,Shadman,11.0,99900000.0,9081818.181818182,90.82 Lakh,5,5,
Reserve A House Of 10 Marla Now In Punjab Coop Housing Society,Punjab Coop Housing Society,10.0,35000000.0,3500000.0,35.00 Lakh,4,5,2025-07-25
